numer_sta,date,nb_niv,
07761,20241208005835,511,
p_niv,altitude,t,td,dd,ff,
4172,21488.200000,212.960000,183.560000,304,4.000000,
4146,21526.400000,212.720000,183.390000,307,4.500000,
4121,21565.100000,212.450000,183.210000,309,4.900000,
4093,21606.500000,212.190000,183.020000,310,5.100000,
4064,21651.000000,212.090000,182.960000,313,5.200000,
4033,21699.100000,211.990000,182.890000,315,4.900000,
4002,21746.800000,211.890000,182.820000,317,4.400000,
3969,21798.000000,212.090000,182.960000,321,3.700000,
3937,21847.900000,212.300000,183.100000,325,3.000000,
3906,21896.800000,212.370000,183.150000,329,2.300000,
3876,21946.200000,212.350000,183.130000,334,1.700000,
3846,21994.000000,212.330000,183.120000,335,1.300000,
3815,22043.700000,212.280000,183.090000,325,0.800000,
3786,22090.900000,212.350000,183.140000,295,0.600000,
3773,22113.500000,212.310000,183.110000,275,0.600000,
3731,22183.100000,212.190000,183.020000,235,1.100000,
3701,22232.000000,212.080000,182.950000,226,1.500000,
3670,22285.000000,212.310000,183.110000,223,1.900000,
3640,22336.000000,212.600000,183.310000,223,2.300000,
3610,22386.900000,212.890000,183.510000,223,2.600000,
3581,22437.900000,213.170000,183.710000,225,2.900000,
3551,22490.200000,213.330000,183.820000,227,3.100000,
3517,22549.900000,213.090000,183.650000,225,3.100000,
3484,22609.600000,213.160000,183.700000,218,3.200000,
3450,22669.300000,213.230000,183.750000,207,3.300000,
3419,22726.000000,213.200000,183.730000,195,3.600000,
3390,22779.900000,213.090000,183.650000,184,4.100000,
3361,22832.600000,212.980000,183.570000,177,4.800000,
3331,22889.500000,212.820000,183.460000,173,5.400000,
3298,22950.800000,212.590000,183.300000,172,5.800000,
3282,22981.300000,212.380000,183.150000,173,6.000000,
3234,23073.000000,211.940000,182.850000,180,6.200000,
3202,23134.200000,212.170000,183.010000,189,6.300000,
3171,23195.200000,212.660000,183.350000,200,6.300000,
3138,23260.500000,212.980000,183.570000,213,6.500000,
3107,23322.600000,213.150000,183.690000,225,7.000000,
3076,23383.400000,213.120000,183.670000,237,7.500000,
3046,23446.200000,213.050000,183.620000,250,8.100000,
3013,23513.500000,212.910000,183.530000,260,8.800000,
2981,23580.800000,212.770000,183.430000,267,9.400000,
2949,23647.800000,212.670000,183.360000,273,9.800000,
2933,23681.200000,212.640000,183.340000,275,9.900000,
2888,23778.200000,212.790000,183.440000,281,10.000000,
2858,23841.400000,212.920000,183.530000,283,10.000000,
2830,23904.300000,212.810000,183.460000,284,10.000000,
2801,23968.200000,212.630000,183.330000,284,10.200000,
2772,24033.200000,212.480000,183.230000,281,10.300000,
2743,24098.100000,212.330000,183.120000,277,10.300000,
2713,24165.200000,212.000000,182.900000,273,10.300000,
2684,24232.300000,211.980000,182.880000,270,10.300000,
2658,24295.200000,211.820000,182.770000,269,10.600000,
2631,24358.000000,211.660000,182.650000,269,10.900000,
2604,24420.800000,211.490000,182.540000,272,11.300000,
2580,24477.400000,211.180000,182.320000,276,11.700000,
2556,24534.800000,211.000000,182.200000,279,11.900000,
2532,24594.600000,211.170000,182.310000,282,11.900000,
2508,24653.500000,211.260000,182.370000,284,11.600000,
2484,24712.200000,211.060000,182.230000,285,11.100000,
2460,24775.400000,211.160000,182.310000,286,10.500000,
2435,24838.600000,211.270000,182.380000,284,9.800000,
2410,24901.800000,211.370000,182.460000,282,9.100000,
2386,24965.000000,211.480000,182.530000,278,8.500000,
2361,25028.200000,211.590000,182.610000,275,8.000000,
2337,25091.400000,211.690000,182.680000,274,7.700000,
2318,25138.300000,211.950000,182.860000,275,7.600000,
2289,25218.900000,212.480000,183.230000,278,7.800000,
2265,25283.700000,212.530000,183.260000,281,8.400000,
2242,25347.400000,212.640000,183.340000,283,9.300000,
2219,25411.000000,212.830000,183.470000,284,10.400000,
2196,25477.100000,212.570000,183.290000,283,11.700000,
2173,25541.900000,212.220000,183.050000,282,13.000000,
2150,25607.000000,211.950000,182.860000,282,14.000000,
2127,25674.000000,211.770000,182.730000,281,14.500000,
2106,25737.300000,211.690000,182.680000,281,14.700000,
2085,25797.900000,211.600000,182.620000,280,14.400000,
2067,25851.300000,211.550000,182.580000,278,13.800000,
2050,25903.800000,211.550000,182.580000,274,13.000000,
2030,25963.700000,211.530000,182.560000,268,12.200000,
2009,26029.600000,211.640000,182.640000,261,11.600000,
1987,26095.500000,211.750000,182.720000,253,11.400000,
1963,26170.600000,211.830000,182.780000,248,11.700000,
1939,26246.300000,211.930000,182.840000,245,12.100000,
1917,26319.000000,211.780000,182.740000,244,12.500000,
1895,26390.900000,211.570000,182.590000,245,13.000000,
1872,26467.300000,211.310000,182.410000,249,13.700000,
1848,26544.300000,211.060000,182.230000,252,14.300000,
1824,26625.500000,210.950000,182.160000,255,14.900000,
1801,26703.200000,210.980000,182.180000,257,15.800000,
1778,26783.600000,210.860000,182.090000,259,16.200000,
1754,26867.000000,210.550000,181.880000,261,15.900000,
1731,26950.900000,210.320000,181.720000,261,15.600000,
1707,27035.100000,210.110000,181.580000,260,15.400000,
1684,27119.300000,210.350000,181.740000,258,14.900000,
1660,27205.500000,210.490000,181.840000,255,14.200000,
1638,27290.300000,210.200000,181.640000,251,14.000000,
1616,27374.700000,209.990000,181.490000,247,14.200000,
1594,27457.900000,209.880000,181.410000,246,14.400000,
1573,27539.700000,210.090000,181.560000,246,14.900000,
1552,27622.400000,210.110000,181.580000,247,15.500000,
1531,27703.400000,209.810000,181.360000,250,16.600000,
1512,27780.500000,209.640000,181.250000,253,18.100000,
1494,27854.700000,209.610000,181.220000,256,19.700000,
1477,27925.600000,209.610000,181.220000,259,20.900000,
1460,27995.800000,209.730000,181.310000,262,22.300000,
1442,28073.200000,210.090000,181.560000,265,23.400000,
1425,28144.500000,210.170000,181.610000,267,24.000000,
1417,28179.500000,210.020000,181.510000,268,24.100000,
1391,28295.000000,209.410000,181.090000,271,23.900000,
1373,28374.400000,209.060000,180.840000,273,23.300000,
1355,28453.000000,208.880000,180.710000,273,22.600000,
1338,28531.600000,208.700000,180.590000,274,22.100000,
1321,28610.200000,208.520000,180.460000,273,21.900000,
1312,28651.300000,208.420000,180.390000,273,22.000000,
1285,28779.200000,209.060000,180.840000,271,22.600000,
1266,28869.600000,209.550000,181.180000,270,23.200000,
1248,28959.300000,209.860000,181.400000,269,23.700000,
1230,29045.300000,209.860000,181.400000,268,24.200000,
1213,29129.900000,209.930000,181.450000,267,24.500000,
1197,29213.800000,210.350000,181.740000,266,24.800000,
1181,29294.700000,210.610000,181.920000,266,25.000000,
1165,29378.100000,210.800000,182.060000,265,25.000000,
1149,29464.100000,210.620000,181.930000,266,24.800000,
1134,29547.700000,210.080000,181.550000,266,24.400000,
1121,29616.400000,209.780000,181.340000,267,24.000000,
1110,29680.000000,209.620000,181.230000,268,23.600000,
1098,29746.300000,209.700000,181.280000,269,23.400000,
1085,29817.800000,209.610000,181.220000,269,23.700000,
1072,29894.400000,209.650000,181.250000,268,24.200000,
1058,29973.000000,209.920000,181.440000,267,24.800000,
1044,30054.500000,210.330000,181.730000,266,25.500000,
1031,30133.000000,210.470000,181.830000,266,26.000000,
1018,30207.600000,210.770000,182.030000,266,26.000000,
1006,30284.300000,210.640000,181.940000,267,25.900000,
994,30355.100000,210.440000,181.800000,267,25.700000,
984,30420.800000,210.280000,181.690000,267,25.400000,
974,30482.700000,210.150000,181.600000,267,25.200000,
969,30511.800000,210.220000,181.650000,266,25.200000,
965,30539.400000,210.260000,181.680000,266,25.300000,
947,30652.900000,210.660000,181.960000,265,26.700000,
938,30713.100000,210.730000,182.010000,265,27.600000,
929,30770.600000,211.160000,182.310000,265,28.700000,
921,30827.300000,211.460000,182.510000,265,29.600000,
913,30883.000000,211.620000,182.630000,265,30.300000,
904,30943.400000,211.780000,182.740000,263,31.000000,
894,31008.100000,212.130000,182.980000,261,31.600000,
885,31076.200000,212.740000,183.410000,260,32.200000,
875,31143.200000,213.080000,183.650000,260,32.700000,
866,31208.700000,213.130000,183.680000,260,33.100000,
857,31271.600000,213.180000,183.710000,261,33.200000,
849,31334.600000,213.220000,183.740000,262,33.100000,
840,31398.800000,213.010000,183.600000,262,32.900000,
831,31466.400000,213.010000,183.600000,262,32.800000,
823,31530.200000,213.000000,183.590000,262,32.700000,
814,31593.900000,212.990000,183.590000,261,33.000000,
806,31655.500000,213.260000,183.770000,261,33.600000,
798,31715.800000,214.030000,184.300000,261,34.700000,
790,31779.900000,214.510000,184.640000,261,35.900000,
782,31847.800000,214.860000,185.400000,262,37.200000,
773,31916.800000,215.030000,185.600000,262,38.200000,
765,31985.900000,215.190000,185.810000,263,39.000000,
757,32053.200000,215.480000,186.060000,263,39.400000,
749,32118.700000,215.880000,186.350000,263,39.400000,
741,32184.200000,216.280000,186.640000,264,39.200000,
734,32249.700000,216.690000,186.920000,265,39.000000,
726,32311.600000,216.840000,187.070000,265,38.700000,
720,32370.000000,216.740000,187.080000,265,38.500000,
713,32426.300000,216.750000,187.130000,265,38.400000,
707,32482.300000,216.900000,187.070000,264,38.300000,
701,32538.300000,217.040000,187.010000,264,38.400000,
695,32594.300000,217.190000,186.950000,263,38.500000,
689,32650.400000,217.330000,186.900000,262,38.600000,
683,32706.400000,217.470000,186.840000,261,38.700000,
676,32764.400000,217.650000,186.850000,259,38.800000,
670,32828.100000,217.800000,186.910000,257,39.200000,
663,32895.400000,217.880000,186.970000,255,40.000000,
655,32967.200000,218.040000,187.070000,253,40.900000,
648,33038.500000,218.200000,187.930000,253,42.200000,
641,33108.000000,218.400000,187.700000,252,43.900000,
634,33177.500000,218.610000,187.470000,253,45.500000,
626,33255.300000,218.840000,187.630000,253,46.800000,
619,33332.600000,219.110000,187.810000,255,47.500000,
611,33410.700000,219.440000,188.040000,255,47.700000,
604,33488.800000,219.770000,188.270000,256,47.100000,
596,33576.700000,219.550000,188.120000,258,46.100000,
588,33658.500000,219.210000,187.880000,259,45.000000,
581,33740.200000,218.870000,187.650000,260,44.000000,
574,33820.500000,218.650000,187.500000,262,43.300000,
567,33897.000000,218.700000,187.530000,263,43.000000,
560,33967.900000,218.930000,187.690000,265,43.100000,
555,34033.400000,218.970000,187.720000,267,43.400000,
550,34085.100000,218.910000,187.680000,268,43.700000,
546,34130.900000,218.860000,187.640000,270,44.300000,
542,34176.600000,218.810000,187.610000,271,45.100000,
538,34224.700000,218.930000,187.690000,273,46.200000,
533,34284.000000,219.250000,187.910000,273,47.200000,
528,34350.400000,219.270000,187.920000,274,48.000000,
522,34417.300000,219.270000,187.920000,275,48.800000,
517,34485.600000,219.330000,187.970000,275,49.200000,
512,34552.800000,219.410000,188.020000,275,49.500000,
506,34618.800000,219.450000,188.050000,275,49.500000,
501,34682.000000,219.650000,188.190000,274,50.000000,
497,34743.600000,219.860000,188.330000,274,50.800000,
492,34803.900000,220.080000,188.480000,272,51.700000,
488,34857.700000,219.940000,188.380000,271,52.600000,
484,34906.200000,219.860000,188.330000,269,53.200000,
480,34967.900000,219.730000,188.240000,267,53.500000,
477,35004.000000,219.920000,188.560000,267,53.600000,
451,35358.500000,219.570000,192.850000,265,51.200000,
numer_sta,date,nb_niv,
07761,20241207231534,3071,
p_niv,altitude,t,td,dd,ff,
100220,5.000000,285.650000,280.750000,287,10.900000,
